Marca temporal,Sexo,Fecha de nacimiento,Universidad,Area de estudio,¿Cón quien vive?,¿Cuál es el genero de musica que escuchas?,¿Cuál fue el motivo por el que empezó a escuchar ese genero? ,Escucha música cuando va en un medio de transporte?,Donde prefiere escuchar música?,¿Cuánto tiempo en horas dedicas para escuchar tu musica?,"Cuando escuchas una canción, consideras que  ver su videoclip influye en tu opinion sobre ella?",¿Para tí es mas importante el contenido de la canción o el ritmo?,¿Cuando escucha música?,¿La música que escuchas influye en tu forma de hablar?,Su relación con amigos depende de la clase música que ellos escuchan?,Eliges un lugar para reunirte con amigos por la clase de música que colocan en este?,,,
3/12/2018 18:59:07,Hombre,17/9/1998,Católica,Sociales,Padres,"Rock/Punk/Metal, Cumbia, Baladas, Indie, Reggae, Trap, Kpop, Bachata, Folklorica",Familiares,Simpre,Deezer,1,No,Ambos,En cualquier momento,No,Sí,No,,,
3/12/2018 18:59:38,Hombre,14/9/1997,Universidad Mayor de San Simón,Medicina,Padres,"Pop, Rock/Punk/Metal, Reggaton, Cumbia, Indie, Reggae, Electronica, otro",Curiosidad,A veces,Deezer,1,No,Ritmo,cuando esta solo,No,A veces,Si,,,
3/12/2018 19:00:16,Mujer,12/9/1998,Simón I. Patiño,Ciencias de la tierra,Padres,"Rock/Punk/Metal, Baladas, Indie, Clasica, Trap, Kpop, Bachata",Amistades,Simpre,Radio,2,No,Ambos,cuando esta alegre,Si,Sí,No,,,
3/12/2018 19:00:53,Hombre,9/12/1996,Universidad Mayor de San Simón,Quimicas,Otro,"Cumbia, Baladas, Clasica, otro",Familiares,Nunca,Deezer,2,No,Ambos,cuando no tiene nada mas que hacer,Si,Sí,Si,,,
3/12/2018 19:01:35,Mujer,9/1/1995,Católica,Humanidades,Madre,"Rock/Punk/Metal, Reggaton, Cumbia, Reggae, Electronica, Trap, Kpop",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,No,Contenido,cuando esta alegre,Si,A veces,No,,,
3/12/2018 19:02:08,Mujer,12/9/1998,Católica,Economía/Administrativas,Padres,"Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Indie, Reggae, Electronica, Clasica, Católica/Cristania",Curiosidad,Simpre,Spotify,2,Si,Ambos,cuando esta alegre,Si,No,Aveces,,,
3/12/2018 19:04:06,Hombre,12/9/1998,Católica,Medicina,Padres,"Pop, Clasica, Trap, Kpop, Bachata, Folklorica",Amistades,Nunca,Spotify,2,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
3/12/2018 19:04:31,Mujer,12/9/1998,Unifranz,Medicina,Madre,"Cumbia, Electronica, Clasica",Curiosidad,Simpre,YouTube,2,Si,Contenido,cuando esta triste/deprimido,No,A veces,Aveces,,,
3/12/2018 19:11:42,Mujer,3/12/2018,Universidad Mayor de San Simón,Humanidades,Madre,"Rock/Punk/Metal, Reggaton, Cumbia, Indie, Reggae, Electronica, Clasica",Familiares,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Contenido,cuando esta triste/deprimido,Si,A veces,Si,,,
3/12/2018 19:12:54,Mujer,7/12/2018,Católica,Humanidades,Padres,"Cumbia, Baladas, Indie, Reggae",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Ritmo,cuando esta solo,No,Sí,Aveces,,,
3/12/2018 19:16:41,Mujer,3/12/2018,Católica,Humanidades,Madre,"Pop, Reggaton, Baladas, Reggae, Clasica, Trap, Folklorica",Medios de Comunicacion,Nunca,Radio,3,Si,Ritmo,cuando esta solo,No,Sí,Si,,,
3/12/2018 19:17:39,Mujer,20/12/2013,Universidad Mayor de San Simón,Medicina,Madre,"Rock/Punk/Metal, Baladas, Reggae, Electronica, Clasica, Trap, Kpop",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Contenido,cuando esta triste/deprimido,No,Sí,No,,,
3/12/2018 19:18:30,Mujer,15/6/2016,Escuela militar de Ingenieria,Ciencias de la producción,Padres,"Reggaton, Baladas, Indie, Reggae, Electronica, Clasica",Amistades,Simpre,Spotify,3,Si,Ritmo,cuando esta triste/deprimido,Si,Sí,Si,,,
3/12/2018 19:47:41,Mujer,13/9/1998,Católica,Medicina,Padres,"Pop, Cumbia, Baladas, Indie, Reggae, Electronica, Trap, Kpop, Bachata, Folklorica, Católica/Cristania",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,No,Ritmo,cuando esta solo,No,No,Aveces,,,
3/12/2018 19:48:12,Mujer,12/9/1996,Universidad Mayor de San Simón,Medicina,Padres,"Pop, Cumbia, Baladas, Indie, Reggae",Amistades,Nunca,Deezer,2,No,Contenido,cuando esta alegre,Si,Sí,Si,,,
3/12/2018 19:48:48,Hombre,13/9/1998,Univalle,Medicina,Madre,"Pop, Reggaton, Cumbia, Baladas, Indie, Reggae, Trap, Kpop, Bachata",Amistades,Nunca,Spotify,1,No,Ambos,cuando esta alegre,Si,Sí,Si,,,
3/12/2018 19:49:35,Mujer,16/9/1996,Universidad Mayor de San Simón,Biologías,Madre,"Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Indie, Reggae, Electronica, Kpop, Bachata",Amistades,Simpre,Radio,2,No,Ambos,cuando no tiene nada mas que hacer,No,A veces,Si,,,
3/12/2018 19:51:00,Hombre,13/9/1998,Católica,Ciencias de la tierra,Padres,"Reggaton, Cumbia, Baladas, Indie, Reggae",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ritmo,cuando no tiene nada mas que hacer,No,A veces,Aveces,,,
3/12/2018 19:51:42,Prefiero no decirlo,17/6/1996,Universidad Mayor de San Simón,Educacion,Solo,"Reggaton, Cumbia, Baladas, Indie, Reggae, Electronica, Clasica, Bachata, Folklorica",Amistades,Nunca,Deezer,4,Si,Contenido,cuando esta triste/deprimido,Si,Sí,Aveces,,,
3/12/2018 19:52:55,Prefiero no decirlo,16/4/1997,Univalle,Economía/Administrativas,Madre,"Pop, Indie, Reggae, Trap, Folklorica",Amistades,Simpre,YouTube,3,No,Ritmo,cuando esta triste/deprimido,Si,No,Aveces,,,
3/12/2018 19:54:53,Prefiero no decirlo,13/9/0995,Católica,Economía/Administrativas,Padres,"Reggaton, Baladas, Indie, Reggae, Kpop, Bachata, Folklorica, Católica/Cristania",Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,No,Contenido,cuando esta triste/deprimido,Si,No,Aveces,,,
3/12/2018 19:55:49,Hombre,16/9/1996,Universidad Mayor de San Simón,Ciencias de la tierra,Padres,"Rock/Punk/Metal, Reggaton, Indie, Reggae, Electronica, Clasica, Trap, Kpop, Bachata",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,No,Ritmo,cuando esta triste/deprimido,Si,No,Aveces,,,
3/12/2018 19:56:29,Mujer,12/9/1996,Universidad Mayor de San Simón,Medicina,Madre,"Rock/Punk/Metal, Bachata, Folklorica",Medios de Comunicacion,A veces,SoundCloud,2,Si,Ritmo,cuando esta triste/deprimido,Si,A veces,No,,,
3/12/2018 19:57:29,Prefiero no decirlo,12/9/1998,Simón I. Patiño,Medicina,Solo,"Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Indie, Clasica, Trap, Kpop, Folklorica",Amistades,Nunca,Spotify,2,Si,Ritmo,cuando esta alegre,Si,A veces,No,,,
3/12/2018 19:59:20,Mujer,14/9/1996,UPB,Economía/Administrativas,Padres,"Pop, Reggaton, Cumbia, Baladas, Reggae, Electronica, Clasica, Trap, Bachata",Medios de Comunicacion,A veces,Deezer,4,No,Ambos,En cualquier momento,No,Sí,Si,,,
3/12/2018 19:59:50,Hombre,13/9/1997,Simón I. Patiño,Ciencias de la producción,Madre,"Reggaton, Cumbia, Baladas, Electronica, Clasica, Trap, Bachata, Folklorica, Católica/Cristania, otro",Medios de Comunicacion,Nunca,Radio,2,No,Contenido,cuando esta solo,Si,No,No,,,
3/12/2018 20:01:04,Mujer,12/9/1998,Universidad Mayor de San Simón,Humanidades,Madre,"Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Electronica, Bachata",Familiares,Nunca,Deezer,3,Si,Ambos,cuando no tiene nada mas que hacer,No,Sí,Si,,,
3/12/2018 20:01:33,Mujer,12/9/1997,Universidad Mayor de San Simón,Medicina,Padres,"Pop, Indie, Electronica, Clasica, Trap, Kpop, Bachata",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Contenido,cuando esta alegre,No,A veces,No,,,
3/12/2018 20:02:08,Mujer,12/9/1998,Universidad Mayor de San Simón,Humanidades,Madre,"Reggaton, Cumbia, Clasica, Trap, Bachata, Folklorica, Católica/Cristania",Amistades,Nunca,Radio,2,Si,Ambos,cuando esta alegre,Si,Sí,Si,,,
3/12/2018 20:02:37,Hombre,12/9/1996,Universidad Mayor de San Simón,Medicina,Padre,"Rock/Punk/Metal, Cumbia, Baladas, Indie, Clasica, Trap, Kpop",Familiares,Nunca,Radio,3,Si,Ritmo,cuando esta triste/deprimido,Si,No,No,,,
3/12/2018 20:03:19,Prefiero no decirlo,12/9/1998,Universidad Mayor de San Simón,Humanidades,Madre,"Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Indie, Clasica, Trap, Kpop, Bachata",Medios de Comunicacion,A veces,Spotify,2,Si,Ritmo,cuando esta triste/deprimido,No,A veces,Si,,,
3/12/2018 20:03:47,Hombre,12/9/1997,Universidad Mayor de San Simón,Economía/Administrativas,Padres,"Reggaton, Cumbia, Baladas, Indie, Reggae, Clasica, Trap",Amistades,Simpre,Radio,3,Si,Contenido,cuando esta triste/deprimido,Si,No,No,,,
3/12/2018 20:04:37,Mujer,12/9/1997,Católica,Economía/Administrativas,Solo,"Rock/Punk/Metal, Reggaton, Cumbia, Reggae, Electronica, Clasica, Trap, Kpop, Bachata, Folklorica, Católica/Cristania, otro",Familiares,A veces,Radio,2,Si,Ambos,cuando no tiene nada mas que hacer,No,Sí,Si,,,
3/12/2018 20:05:22,Hombre,16/9/1995,Universidad Mayor de San Simón,Medicina,Madre,"Reggaton, Cumbia, Baladas, Indie, Clasica, Trap, Bachata",Amistades,Simpre,Deezer,4,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
3/12/2018 20:05:50,Mujer,12/9/1996,Universidad Mayor de San Simón,Humanidades,Madre,"Rock/Punk/Metal, Reggae, Electronica, Clasica, otro",Amistades,Simpre,Radio,2,Si,Ambos,cuando esta triste/deprimido,Si,No,Si,,,
3/12/2018 20:06:24,Prefiero no decirlo,12/9/1998,Universidad Mayor de San Simón,Economía/Administrativas,Madre,"Reggaton, Baladas, Indie, Reggae, Electronica, Clasica, Kpop, Bachata, Folklorica, Católica/Cristania",Familiares,Nunca,Radio,4,Si,Contenido,cuando esta triste/deprimido,Si,Sí,Si,,,
3/12/2018 20:07:10,Mujer,12/9/1996,Escuela militar de Ingenieria,Tecnológia,Padres,"Reggaton, Cumbia, Baladas, Indie, Reggae, Electronica, Clasica, Trap, Kpop, Bachata, Folklorica, Católica/Cristania",Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Ritmo,cuando esta solo,No,Sí,Si,,,
3/12/2018 20:07:44,Hombre,12/9/1996,Universidad Mayor de San Simón,Ciencias de la tierra,Padres,"Rock/Punk/Metal, Reggaton, Baladas, Kpop, Bachata",Amistades,Nunca,Radio,2,Si,Contenido,cuando esta solo,No,A veces,Si,,,
3/12/2018 20:09:22,Mujer,12/9/1997,Universidad Mayor de San Simón,Medicina,Padres,"Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Indie, Clasica, Trap, Kpop, Bachata, Folklorica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ritmo,cuando esta triste/deprimido,Si,No,No,,,
3/12/2018 20:10:06,Hombre,12/9/1997,Universidad Mayor de San Simón,Economía/Administrativas,Madre,"Pop, Reggaton, Cumbia, Indie, Reggae, Electronica, Clasica",Amistades,A veces,Amazon Music,2,Si,Ritmo,cuando esta triste/deprimido,No,A veces,Si,,,
3/12/2018 20:10:35,Hombre,12/9/1995,Unifranz,Ciencias de la producción,Padres,"Pop, Baladas, Indie, Reggae, Electronica, Bachata, Folklorica, Católica/Cristania",Familiares,A veces,SoundCloud,2,Si,Ritmo,cuando esta triste/deprimido,No,No,Si,,,
3/12/2018 20:11:14,Hombre,12/9/1999,UPAL,Ciencias de la producción,Solo,"Reggaton, Cumbia, Electronica, Trap, Kpop, Bachata, Folklorica",Familiares,Nunca,Spotify,3,Si,Contenido,cuando esta triste/deprimido,No,A veces,Aveces,,,
3/12/2018 20:11:43,Prefiero no decirlo,9/8/1997,Universidad Mayor de San Simón,Medicina,Padres,"Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Indie",Amistades,Nunca,Radio,3,No,Ambos,cuando no tiene nada mas que hacer,Si,A veces,Si,,,
3/12/2018 20:12:22,Mujer,12/9/1995,Católica,Humanidades,Madre,"Rock/Punk/Metal, Reggaton, Cumbia, Indie, Reggae, Electronica, Trap, Kpop, Bachata, Folklorica",Amistades,Simpre,Radio,2,Si,Contenido,cuando esta triste/deprimido,No,A veces,Aveces,,,
3/12/2018 20:12:52,Hombre,12/9/1995,Universidad Mayor de San Simón,Economía/Administrativas,Madre,"Rock/Punk/Metal, Reggae, Católica/Cristania",Medios de Comunicacion,Nunca,Deezer,2,No,Ambos,cuando esta solo,Si,No,Si,,,
3/12/2018 20:13:30,Prefiero no decirlo,12/9/1996,otro,Educacion,Padres,"Rock/Punk/Metal, Baladas, Indie, Reggae, Electronica, Clasica",Familiares,Nunca,Spotify,1,Si,Contenido,cuando no tiene nada mas que hacer,No,Sí,Si,,,
3/12/2018 20:14:10,Mujer,1/1/1995,Católica,Tecnológia,Madre,"Pop, Indie, Reggae, Electronica, Clasica, Trap, Kpop, Folklorica, Católica/Cristania, otro",Familiares,A veces,Spotify,3,No,Ambos,cuando no tiene nada mas que hacer,No,A veces,No,,,
3/12/2018 20:15:16,Mujer,12/9/1997,Universidad Mayor de San Simón,Medicina,Madre,"Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Indie, Kpop, Folklorica",Familiares,Simpre,Deezer,3,No,Ambos,cuando esta triste/deprimido,Si,A veces,Aveces,,,
3/12/2018 20:15:47,Hombre,19/9/1996,Univalle,Medicina,Madre,"Rock/Punk/Metal, Reggaton, Reggae, Electronica, Clasica, Trap, Bachata, Folklorica, Católica/Cristania, otro",Medios de Comunicacion,A veces,Radio,2,Si,Ambos,cuando no tiene nada mas que hacer,No,Sí,Si,,,
3/12/2018 20:16:41,Mujer,12/9/1996,Universidad Mayor de San Simón,Humanidades,Padres,"Rock/Punk/Metal, Reggaton, Baladas, Indie, Reggae, Kpop, Bachata",Amistades,Simpre,Radio,3,Si,Ambos,cuando esta triste/deprimido,Si,A veces,Aveces,,,
3/12/2018 20:17:16,Prefiero no decirlo,12/9/1997,Católica,Medicina,Madre,"Reggaton, Cumbia, Reggae, Bachata, Folklorica, Católica/Cristania",Curiosidad,A veces,SoundCloud,1,No,Ambos,En cualquier momento,No,Sí,Si,,,
3/12/2018 20:17:57,Prefiero no decirlo,12/9/1996,Univalle,Economía/Administrativas,Otro,"Rock/Punk/Metal, Reggaton, Cumbia, Electronica, Clasica, Trap, Kpop, Bachata",Familiares,A veces,Deezer,2,Si,Ambos,cuando esta alegre,No,A veces,No,,,
3/12/2018 20:18:32,Hombre,12/9/1998,Católica,Medicina,Padres,"Pop, Reggae, Trap, Kpop, Bachata, Folklorica",Amistades,Simpre,Amazon Music,2,Si,Ambos,cuando no tiene nada mas que hacer,No,No,No,,,
3/12/2018 20:19:03,Hombre,12/9/1996,Católica,Economía/Administrativas,Madre,"Cumbia, Baladas, Indie, Reggae, Electronica, Clasica, Trap, Kpop",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,No,Ritmo,cuando no tiene nada mas que hacer,No,A veces,Si,,,
3/12/2018 20:19:40,Mujer,13/9/1998,Simón I. Patiño,Economía/Administrativas,Madre,"Reggaton, Cumbia, Baladas, Indie, Reggae, Electronica, Clasica, Trap, Bachata, Folklorica, Católica/Cristania",Amistades,Simpre,Deezer,2,No,Contenido,cuando esta triste/deprimido,No,No,No,,,
3/12/2018 20:20:15,Mujer,12/9/1995,Universidad Mayor de San Simón,Medicina,Padres,"Pop, Baladas, Bachata, Folklorica, Católica/Cristania, otro",Medios de Comunicacion,Nunca,Radio,3,Si,Contenido,cuando esta alegre,Si,Sí,No,,,
3/12/2018 20:20:59,Mujer,12/9/1995,UPB,Tecnológia,Padres,"Baladas, Indie, Reggae, Electronica, Clasica, Trap, Kpop, Bachata, Folklorica",Medios de Comunicacion,A veces,Radio,4,No,Ambos,cuando esta alegre,No,A veces,Si,,,
3/12/2018 20:22:20,Mujer,12/9/1997,Unifranz,Humanidades,Padres,"Rock/Punk/Metal, Electronica, Clasica, Trap, Kpop",Amistades,A veces,Spotify,2,No,Ambos,cuando esta triste/deprimido,Si,A veces,Si,,,
3/12/2018 20:23:20,Hombre,14/8/1998,Univalle,Economía/Administrativas,Padres,"Pop, Reggaton, Cumbia, Baladas, Trap, Kpop, Bachata, Folklorica",Amistades,Simpre,Spotify,3,Si,Contenido,cuando esta solo,No,A veces,No,,,
3/12/2018 20:23:55,Mujer,19/9/1996,Católica,Economía/Administrativas,Padres,"Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Indie, Reggae, Electronica, Kpop, Bachata, Folklorica",Familiares,A veces,Deezer,3,No,Ambos,En cualquier momento,No,No,No,,,
3/12/2018 20:24:25,Mujer,12/9/1998,Simón I. Patiño,Humanidades,Padres,"Reggaton, Cumbia, Baladas, Indie, Reggae",Amistades,Simpre,Amazon Music,2,Si,Ambos,cuando no tiene nada mas que hacer,No,Sí,No,,,
3/12/2018 20:24:53,Mujer,12/9/1996,Unifranz,Economía/Administrativas,Solo,"Cumbia, Indie, Reggae, Electronica, Clasica, Trap, Folklorica, Católica/Cristania, otro",Familiares,A veces,SoundCloud,3,No,Contenido,cuando esta triste/deprimido,No,A veces,No,,,
3/12/2018 20:25:48,Hombre,12/9/1995,Católica,Tecnológia,Padres,"Reggaton, Cumbia, Baladas, Indie, Reggae, Electronica, Clasica",Curiosidad,Nunca,Radio,2,No,Ritmo,En cualquier momento,No,A veces,No,,,
3/12/2018 20:26:18,Hombre,12/9/1997,Universidad Mayor de San Simón,Sociales,Otro,"Indie, Reggae, Electronica, Trap, Kpop, Folklorica",Amistades,Simpre,Spotify,4,Si,Ritmo,cuando no tiene nada mas que hacer,No,A veces,Si,,,
3/12/2018 20:26:46,Mujer,12/9/1996,Univalle,Economía/Administrativas,Otro,"Pop, Rock/Punk/Metal, Reggaton, Cumbia, Electronica, Clasica, Trap, Católica/Cristania, otro",Medios de Comunicacion,Simpre,Spotify,4,No,Ambos,En cualquier momento,No,No,Aveces,,,
3/12/2018 20:27:49,Mujer,12/6/1993,Simón I. Patiño,Economía/Administrativas,Solo,"Baladas, Indie, Reggae, Electronica, Clasica, Trap, Kpop, Folklorica, Católica/Cristania",Familiares,Simpre,Radio,2,Si,Ritmo,cuando no tiene nada mas que hacer,No,Sí,No,,,
3/12/2018 20:28:31,Prefiero no decirlo,12/9/1995,Univalle,Humanidades,Padres,"Pop, Indie, Reggae, Clasica, Trap, Kpop, Bachata, Folklorica",Familiares,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,No,Ritmo,cuando esta solo,Si,No,No,,,
3/12/2018 20:29:02,Hombre,12/9/1998,Univalle,Medicina,Padres,"Reggaton, Kpop",Amistades,Nunca,Spotify,3,No,Ambos,cuando no tiene nada mas que hacer,No,A veces,Si,,,
3/12/2018 20:29:41,Prefiero no decirlo,16/3/1994,Católica,Tecnológia,Solo,"Rock/Punk/Metal, Reggaton, Cumbia, Indie, Reggae, Clasica, Trap",Amistades,Nunca,Deezer,2,Si,Contenido,cuando esta alegre,Si,No,Si,,,
3/12/2018 20:30:22,Mujer,12/9/1998,Católica,Economía/Administrativas,Padre,"Pop, Reggaton, Baladas, Indie, Reggae, Electronica, Kpop, Bachata, Folklorica, Católica/Cristania",Familiares,Simpre,Spotify,2,Si,Ritmo,cuando no tiene nada mas que hacer,Si,Sí,Si,,,
3/12/2018 20:31:03,Hombre,12/9/1996,Católica,Medicina,Padre,"Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Indie, Reggae",Amistades,A veces,Deezer,2,No,Ambos,cuando no tiene nada mas que hacer,Si,No,No,,,
3/12/2018 20:31:51,Mujer,12/9/1997,Católica,Ciencias de la tierra,Padres,"Reggaton, Cumbia, Baladas, Indie, Reggae, Clasica, Trap, Kpop, Bachata",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ambos,cuando no tiene nada mas que hacer,No,Sí,No,,,
3/12/2018 20:32:21,Mujer,12/9/1668,Univalle,Medicina,Padres,"Pop, Reggae, Electronica, Clasica, Kpop",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ritmo,cuando no tiene nada mas que hacer,No,No,No,,,
3/12/2018 20:32:56,Hombre,11/2/1997,Universidad Mayor de San Simón,Medicina,Padres,"Pop, Electronica, Clasica, Trap, Kpop, Bachata",Amistades,Nunca,Deezer,2,Si,Ritmo,cuando no tiene nada mas que hacer,No,Sí,No,,,
3/12/2018 20:33:24,Mujer,12/9/1997,Simón I. Patiño,Economía/Administrativas,Padres,"Reggaton, Cumbia, Baladas, Indie, Reggae, Electronica, Trap, Kpop, Folklorica",Familiares,Nunca,Deezer,3,Si,Ritmo,cuando esta solo,No,A veces,No,,,
3/12/2018 20:33:54,Mujer,12/9/1999,Universidad Mayor de San Simón,Economía/Administrativas,Padres,"Reggaton, Reggae, Electronica, Clasica",Amistades,Nunca,SoundCloud,2,Si,Ambos,En cualquier momento,No,Sí,No,,,
3/12/2018 20:34:22,Hombre,12/9/1998,Univalle,Tecnológia,Padres,"Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Indie",Amistades,Nunca,Spotify,2,Si,Ritmo,cuando no tiene nada mas que hacer,No,A veces,Si,,,
3/12/2018 20:34:54,Mujer,12/9/1997,Universidad Mayor de San Simón,Ciencias de la producción,Padres,"Cumbia, Baladas, Indie, Electronica",Familiares,A veces,Radio,2,Si,Contenido,cuando esta solo,No,No,No,,,
,Hombre,26/4/2000,Universidad Mayor de San Simón,Tecnológia,Padres,"Rock/Punk/Metal, Cumbia, Baladas, Clasica, Bachata, Folklorica",Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,No,Ambos,En cualquier momento,No,No,No,,,
,Mujer,1/8/2000,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Reggae, Electronica, Kpop, Bachata, Folklorica",Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,Si,Ambos,cuando esta triste/deprimido,Si,A veces,Si,,,
,Hombre,25/12/2000,Universidad Mayor de San Simón,Tecnológia,Padres,Electronica,Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ambos,cuando no tiene nada mas que hacer,Si,A veces,No,,,
,Hombre,16/9/1999,Universidad Mayor de San Simón,Tecnológia,Solo,Folklorica,Medios de Comunicacion,A veces,Reproductor de celurar (Descargadas en el dispositivo),1,No,Ambos,En cualquier momento,No,No,No,,,
,Hombre,27/4/2000,Universidad Mayor de San Simón,Tecnológia,Padres,Electronica,Curiosidad,A veces,Spotify,1,No,Ritmo,En cualquier momento,No,No,No,,,
,Hombre,27/9/1999,Universidad Mayor de San Simón,Tecnológia,Solo,"Pop, Electronica, Clasica, Kpop",Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,No,Ambos,En cualquier momento,No,A veces,No,,,
,Mujer,22/3/2000,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Electronica, Bachata",Medios de Comunicacion,A veces,Reproductor de celurar (Descargadas en el dispositivo),5,No,Ambos,En cualquier momento,Si,No,No,,,
,Hombre,2/2/2020,Universidad Mayor de San Simón,Tecnológia,Solo,Pop,Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,No,Ambos,En cualquier momento,No,No,No,,,
,Hombre,31/3/1998,Escuela militar de Ingenieria,Tecnológia,Madre,"Pop, Rock/Punk/Metal, Electronica, Clasica",Curiosidad,A veces,Spotify,1,No,Ambos,cuando esta triste/deprimido,No,No,No,,,
,Hombre,2/2/2000,Univalle,Tecnológia,Otro,"Pop, Rock/Punk/Metal, Electronica, Trap, otro",Curiosidad,Simpre,Spotify,4,Si,Ambos,cuando esta triste/deprimido,Si,No,No,,,
,Mujer,18/5/2000,Universidad Mayor de San Simón,Economía/Administrativas,Padres,Baladas,Familiares,A veces,YouTube,1,Si,Ambos,En cualquier momento,No,No,Si,,,
,Hombre,12/2/1988,Universidad Mayor de San Simón,otro,Padres,"Pop, Electronica, Clasica, otro",Familiares,Nunca,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ritmo,cuando esta solo,No,No,No,,,
,Mujer,1/12/2000,otro,,Madre,"Rock/Punk/Metal, Electronica, otro",Medios de Comunicacion,Simpre,YouTube,3,No,Ambos,En cualquier momento,Si,A veces,No,,,
,Mujer,29/10/1996,Simón I. Patiño,Tecnológia,Padres,"Reggaton, Cumbia, Baladas, Reggae, Trap, Bachata",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Contenido,En cualquier momento,Si,No,Aveces,,,
,Hombre,26/2/2018,Católica,Economía/Administrativas,Padres,"Reggaton, Cumbia, Trap",Curiosidad,A veces,Spotify,1,No,Ambos,En cualquier momento,Si,No,No,,,
,Mujer,25/3/2000,Univalle,Tecnológia,Padres,"Pop, Cumbia, Indie, Electronica, Clasica",Amistades,Simpre,Spotify,5,No,Ambos,En cualquier momento,No,A veces,No,,,
